Frames,Distance
316:317,1.0679486735585726
317:318,0.7832118098391033
318:319,0.3339703125391293
319:320,1.0048661225974647
320:321,1.3683740212580657
321:322,1.5548961423923768
322:323,1.6184208902237782
323:324,1.0544928336852486
324:325,2.218669201547032
325:326,0.20083122670452463
326:327,1.1142292254113253
327:328,2.412485322197692
328:329,0.45353889394343383
329:330,1.329279303315478
330:331,1.7168411714613312
331:332,1.4403806558442889
332:333,2.714626735994635
333:334,0.8743506033696823
334:335,1.697520197717374
335:336,3.065126998384734
336:337,3.235106783393185
337:338,1.8384660467136642
338:339,1.2398266734183347
339:340,0.5500639512530873
340:341,0.6671716161083401
341:342,2.0066860482353865
342:343,2.8423816158376956
343:344,2.233709452948989
344:345,2.6014306622827905
345:346,0.25144862335630486
346,2.5097183776464114
